Razao Social;Cnpj;Mes;Ano;Barras;Descricao;Fabricante;Grupo;Total custo;Quantidade;Valor bruto;Valor liquido;Valor desconto
MR WK FCIA LTDA ME;15786984000155;7;2013;7791293012063;DES DOVE EXTRA FRESH AEROSOL;;PERFUMARIA;8,14;2;22,8;22,8;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891024135358;CREM DENT.COLGATE TOTAL12 70GR;COLGATE-PALMOL.;PERFUMARIA;2,84;3;12,78;12,78;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181918370;AMOXICILINA 400MGRS GEN BIOSIN;BIOSINTETICA;GENERICOS;15,36;1;21,23;11,68;9,55
MR WK FCIA LTDA ME;15786984000155;7;2013;7896012800447;FRALDA POM POM PROTK BABY C/18;;FRALDAS;12,33;6;101,94;95,34;6,6
MR WK FCIA LTDA ME;15786984000155;7;2013;7896012800430;FRALDA POMPOM PROTEK BABYC/24;;FRALDAS;12,32;5;84,75;79,45;5,3
MR WK FCIA LTDA ME;15786984000155;7;2013;7896012800423;FRALDA POMPOM PROTEK BABY G;;FRALDAS;13,78;1;16,95;15,89;1,06
MR WK FCIA LTDA ME;15786984000155;7;2013;7896033201315;CHUPETA LILLO ROSA REF 937530;;PERFUMARIA;3,24;1;4,86;4,86;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896548197738;SYSTANE UL  10;ALCON;ETICOS;22,46;1;29,95;24,86;5,09
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010781668;SAB JXJ HORA DO SONO 80 G;;HIGIENE PESSOAL;1,64;1;2,46;2,46;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7501001203368;FRALDA PAMPERS SUPERSEC C/28;;FRALDAS;13,07;20;333,06;296,61;36,45
MR WK FCIA LTDA ME;15786984000155;7;2013;7501001203351;FRALDA PAMPERS SUPERSEC C/32;;FRALDAS;13,07;10;177,37;145,94;31,43
MR WK FCIA LTDA ME;15786984000155;7;2013;7501001203375;FRALDA PAMPERS SUPERSEC C/24;;FRALDAS;13,07;9;217,93;125,66;92,27
MR WK FCIA LTDA ME;15786984000155;7;2013;7896104995778;FRALDA MILI GERIATRICA MED;;FRALDAS;7,8;4;43,96;43,96;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896012800690;FR POMPOM NOT XG C/ 21;;FRALDAS;12,98;2;35,72;35,72;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896012800683;FR POMPOM NOT C/24;;FRALDAS;13,13;4;71,4;71,4;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150007680;SORVETE KIBON FRUTILY MORANGO;;SORVETES;1,3;31;54,25;54,25;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891058001612;CIPROFIBRATO 100MG C/30MG GENE;SANOFI;GENERICOS;44,07;1;60,92;33,51;27,41
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010925543;ESC DENT J&J ECO 30 MACIA;;PERFUMARIA;1,24;2;4;4;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010505448;CUR BAND-AID LEVE 40 PG 30;;PERFUMARIA;4,16;2;9,1;9,1;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7501006725735;FRALDA PAMPERS XXG C/18;;FRALDAS;13,71;1;17,82;17,82;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007543014;ABS INTIMUS TEEN C/ABAS C/8;;PERFUMARIA;1,78;2;5,34;5,34;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898902502011;AGUA MIN S/G GRACIOSA 500ML ;;COCA COLA;1,61;67;134;134;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898902502080;AGUA MINERAL GRACIOSA 500 C/GA;;COCA COLA;0,93;14;28;28;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898902502141;AGUA MINERAL GRACIOSA 1500ML;;CONVENIENCIAS;1,37;9;22,5;22,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808555321;NIVEA SUN LIGT FEELING FPS 30;;PROT SOLAR NIVEA;19,52;1;28,47;28,47;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181918769;SIMETICONA GOTAS 10ML;BIOSINTETICA;GENERICOS;4,28;2;11,4;5,8;5,6
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181918752;SIMETICONA 40MGRS C/20COMPRS;BIOSINTETICA;GENERICOS;5,48;1;7,29;4,99;2,3
MR WK FCIA LTDA ME;15786984000155;7;2013;7896004723280;CENEVIT ZINCO 1G COM 10 COMP;;SIMILARES;9,54;1;12,69;6,98;5,71
MR WK FCIA LTDA ME;15786984000155;7;2013;7897322707617;ADDERA D3 GOTAS 10ML;FARMASA;ETICOS;26,74;1;35,58;29,53;6,05
MR WK FCIA LTDA ME;15786984000155;7;2013;7896004703572;ACIDO ACETILSALICILICO500C/10;EMS;GENERICOS;1,31;1;1,74;0,96;0,78
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181918189;ACICLOVIR 200MGR C/25 BIO GEN;BIOSINTETICA;GENERICOS;52,99;2;146,5;80,58;65,92
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150008991;SHA DOVE HIDR INT  200 ML;;PERFUMARIA;4,47;1;6,7;6,7;0
MR WK FCIA LTDA ME;15786984000155;7;2013;78928084;DES REXONA TEENS LOVE ROLL-ON;;PERFUMARIA;4,6;1;5,99;5,99;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891182032452;ESM RISQUE LAM CREM BEIJO;;PERFUMARIA;2,32;1;3,44;3,44;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7894900033564;FANTA LARANJA 500ML;;COCA COLA;2,11;5;15;15;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7894900911602;KUAT 600ML;;COCA COLA;2,12;2;5,98;5,98;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7894900701609;COCA COLA ZERO 600ML;;COCA COLA;2,12;1;3;3;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891098037015;GUARANA POWDER ACAI LEAO 300ML;;CONVENIENCIAS;1,41;7;14;14;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898170770051;LIXA DE UNHA;;PERFUMARIA;0,25;7;2,45;2,45;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181917090;CETOCONAZOL 200MG C/ 10 CPR;BIOSINTETICA;GENERICOS;14,03;1;19,4;10,67;8,73
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150008816;COND DOVE RECONS COMPL 200ML;;PERFUMARIA;5,71;1;7,99;7,99;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891024135365;CREM DENT COLGATE 12 H PROF CL;COLGATE-PALMOL.;PERFUMARIA;2,84;2;8,52;8,52;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896714290010;CETONEO 20 MG/ML SHAMPOO 100ML;NEO QUIMICA;SIMILARES;32,33;1;43,02;23,66;19,36
MR WK FCIA LTDA ME;15786984000155;7;2013;7896104997277;FRALDA MILI JUMBO P C/46 FR;;HIGIENE PESSOAL;13,04;4;67,96;67,96;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891058006426;PURAN T4 125MCG C/ 28 CPR;SANOFI;ETICOS;8,99;1;12,43;10,32;2,11
MR WK FCIA LTDA ME;15786984000155;7;2013;7896015521646;SAL DE FRUTA ENO ABACAXI 2X5G;;ETICOS;0,91;2;2,52;2,09;0,43
MR WK FCIA LTDA ME;15786984000155;7;2013;7896033201094;CHUP LILLO MAGIA ORTO 920130;;PERFUMARIA;4,37;2;13,12;13,12;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7509546043449;ESC DENT COLGATE 360 ACTIFLEX;;PERFUMARIA;9,34;1;14,01;14,01;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181901143;ACICLOVIR 50 MG CREME 10GR;BIOSINTETICA;SIMILARES;11,11;5;73,9;40,64;33,26
MR WK FCIA LTDA ME;15786984000155;7;2013;7891058011468;FRANOL C/20 CPR;SANOFI;ETICOS;3,81;1;5,27;4,37;0,9
MR WK FCIA LTDA ME;15786984000155;7;2013;7898902502073;AGUA MINERAL GRACIOSA 300ML CO;;CONVENIENCIAS;0,25;3;2,1;2,1;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7899026440234;COND ELSEV REPARTOTAL 5 200ML;;PERFUMARIA;7,16;1;8,49;8,49;0
MR WK FCIA LTDA ME;15786984000155;7;2013;4005900036728;DES AER NIVEA INVISIBLE B&W PO;;PERFUMARIA;7,18;1;10,2;8,95;1,25
MR WK FCIA LTDA ME;15786984000155;7;2013;7506195142035;SH HEAD &SHOUDER ANTI CC;;PERFUMARIA;7,14;1;10,71;8,99;1,72
MR WK FCIA LTDA ME;15786984000155;7;2013;650240013676;CICATRICURE 30GRS GEL;;PERFUMARIA;29,11;1;41,14;34,15;6,99
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181915638;LOSARTANA POTASSICA 50 MG C/30;BIOSINTETICA;GENERICOS;18,92;1;26,15;9,6;16,55
MR WK FCIA LTDA ME;15786984000155;7;2013;78930377;TRIDENT SENSATIONS G. DE MASCA;;CONVENIENCIAS;1,54;3;6;6;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896015518875;AVAMYS SPR NASAL 27,5MSG 120 D;GLAXO;ETICOS;28,25;2;75,18;62,4;12,78
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181916987;AMOXICILINA 500MG 21 CP BIOSIN;ACHE;GENERICOS;12,33;3;51,15;28,13;23,02
MR WK FCIA LTDA ME;15786984000155;7;2013;73796710286;MONI DE PRESSAO BRACO AUTOM;;ETICOS;92,72;1;138,15;114,66;23,49
MR WK FCIA LTDA ME;15786984000155;7;2013;7891317448844;CEFALEXINA 500MG C/ 10 CP EURO;EUROFARMA;GENERICOS;14,08;4;77,88;42,83;35,05
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181919698;IBUPROFENO 100MG 20ML BIO;BIOSINTETICA;GENERICOS;8,52;4;45,36;24,95;20,41
MR WK FCIA LTDA ME;15786984000155;7;2013;7897947604384;KIT DERMAFEME VERAO;;PERFUMARIA;8,92;1;12,6;12,6;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150009028;SH. DOVE CUIDADO DIARIO;;PERFUMARIA;4,69;1;6,7;6,7;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896222720078;PRESERV JONTEX COMFR PLUS C/ 3;;PERFUMARIA;2,98;4;16,4;16,4;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896222720030;PRESER. JONTEX  LUBR 3 UNID;;PERFUMARIA;2,73;1;4,1;4,1;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7791293014012;DESODORANTE DOVE BEAUTY FINISH;;PERFUMARIA;7,6;2;17,98;17,98;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7791293009155;DES REXONA AEROSOL EXTRA FRESH;;PERFUMARIA;7,43;1;10,96;10,96;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000081693;BARRA CERA LIGHT MORANGO;;NESTLE;0,66;6;5,94;5,94;0
MR WK FCIA LTDA ME;15786984000155;7;2013;4005900036667;DES AER NIVEA INVI B&WCLEAR;;PERFUMARIA;7,18;1;10,2;8,95;1,25
MR WK FCIA LTDA ME;15786984000155;7;2013;7891106904582;QLAIRA BAYER;BAYER;ETICOS;29,46;1;39,19;33,3;5,89
MR WK FCIA LTDA ME;15786984000155;7;2013;7896523211596;COLUTOIDE 10 GR 30GR;;SIMILARES;11,93;2;31,74;17,46;14,28
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181917410;CLOPIDOGREL 75MG C/ 30CPR;BIOSINTETICA;GENERICOS;78,66;1;108,74;37,9;70,84
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000081884;BARRA DE CEREAL BAN/AV/MEL;;NESTLE;0,85;6;7,2;7,2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150001756;CREM D. CLOSEUP HORTELA;;PERFUMARIA;1,73;1;2,39;2,39;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150001312;CREME D CLOSEUP MENTA;;PERFUMARIA;1,59;1;2,39;2,39;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891058011369;CEPACOL TUTTI FRUTTI 250ML;;PERFUMARIA;6;1;7,98;7,98;0
MR WK FCIA LTDA ME;15786984000155;7;2013;70330724815;AP BARBA BIC C3 BLACK;;PERFUMARIA;4,53;5;34;33,32;0,68
MR WK FCIA LTDA ME;15786984000155;7;2013;7506195185568;ABS. ALWAYS BASICO M SECA S/ A;;PERFUMARIA;1,58;1;2,37;1,99;0,38
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000051436;BISC PASSATEMPO LEITE 150 GR;;CONVENIENCIAS;1,53;1;2,29;2,29;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891463000347;SERINGA 3ML  C/AGULHA DESC;;OUTROS;0,32;4;6;6;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891106907286;BEPANTOL DERMA;;PERFUMARIA;11,8;1;15,7;15,7;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898133136047;SEAKALM C/20 CPR;NATULAB;SIMILARES;16;1;21,28;11,7;9,58
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150014084;SHAMP CLEAR CRES E FORCA;;PERFUMARIA;6,39;1;9,59;8,25;1,34
MR WK FCIA LTDA ME;15786984000155;7;2013;7891800364873;MICROPORE CREMER 1,2 X 4,5 CM;;PERFUMARIA;1,64;5;13,1;13,1;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7506195153840;COND HEAD E SHOUDERS;;PERFUMARIA;6,5;2;17,98;17,98;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7702010130502;ESC DENTAL COLGATE 360 SURROUN;;PERFUMARIA;9,33;2;27,98;27,98;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898095296513;ALGODAO 25 GR COTTON;;PERFUMARIA;1;1;1,5;1,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896094208094;IUMI C/24 LIBBS;;ETICOS;26,84;1;37,11;31,5;5,61
MR WK FCIA LTDA ME;15786984000155;7;2013;7501001133634;SH HEADSHOULDS HIDRATACAO;;PERFUMARIA;7,14;1;10,71;8,99;1,72
MR WK FCIA LTDA ME;15786984000155;7;2013;7898906047853;TUCO MECHAS PVC C FURO;;PERFUMARIA;2;1;3;3;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898315340132;JULEON LIXA PE COM PEDRA;;PERFUMARIA;2,33;1;3,5;3,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898170764432;PALITO DE BAMBU CHANFRADO;;PERFUMARIA;0,33;4;2;2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7794728013833;CR DEPILATORIO CORPO DEPIMEL;;PERFUMARIA;8,66;1;12,99;12,99;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7794728013840;CR DEPILATORIO ROSTO DEPIMEL;;PERFUMARIA;6,66;1;9,99;9,99;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896472510481;CLOR DE CIPROFLOX 500/14 CP;MULTILAB;GENERICOS;25,75;2;71,2;39,16;32,04
MR WK FCIA LTDA ME;15786984000155;7;2013;7898079000488;PRES PRUDENCE COLA;;PERFUMARIA;1,25;1;2,5;2,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896004734279;CITR DE SILDENAFILA 100MG C/2;EMS;GENERICOS;31,7;3;126,54;69,6;56,94
MR WK FCIA LTDA ME;15786984000155;7;2013;78929241;DES DOVE BEAUTY FIN ROLL-ON;;PERFUMARIA;5;1;7,5;7,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;78928855;REXONA TEENS BEAUTY ROLL-ON;;HIGIENE PESSOAL;3,99;1;5,99;5,99;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7791293006154;DES DOVE AERO ENERGY DRY;;PERFUMARIA;9,39;1;13,33;11,99;1,34
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150017931;SH DOVE POS PROGRESSIVA;;PERFUMARIA;4,47;1;6,7;6,7;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891024113950;SAB PROTX LIMPEZA PROFUNDA 90G;;PERFUMARIA;1,26;2;3,78;3,58;0,2
MR WK FCIA LTDA ME;15786984000155;7;2013;7896637024358;COLCHIS 0,5MG C 3 CP;;ETICOS;29,64;1;39,44;32,74;6,7
MR WK FCIA LTDA ME;15786984000155;7;2013;7791293014838;DES DOVE  SEM PERFUME 150ML;;PERFUMARIA;8,14;2;22,8;22,8;0
MR WK FCIA LTDA ME;15786984000155;7;2013;789893732530;SORO FISIOLOGICO 100 ML MARIOL;;ETICOS;0,66;2;1,98;1,64;0,34
MR WK FCIA LTDA ME;15786984000155;7;2013;7896523210025;HIDROCLOROTIAZIDA 50MG;;GENERICOS;3,02;1;4,18;2,3;1,88
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181920502;ROSUVASTATINA 10 MG BIO;BIOSINTETICA;GENERICOS;57,75;1;79,83;43,91;35,92
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181920540;ROSUVASTATINA 20MG C/30;BIOSINTETICA;GENERICOS;101,16;3;419,55;230,75;188,8
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808662388;DES AERO NIVEA SENSITIVE& PURE;;PERFUMARIA;7,18;1;10,2;10,2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000065310;NAN COMFOR 2 400GRS;;NESTLE;13,78;1;17,91;17,91;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896714223964;DAKTAZOL 28 GRS CREME;NEO QUIMICA;SIMILARES;9,99;2;27,62;15,19;12,43
MR WK FCIA LTDA ME;15786984000155;7;2013;7891024139325;CR DENTAL COLGATE T12 PROF GEN;;PERFUMARIA;3,01;2;8,52;8,52;0
MR WK FCIA LTDA ME;15786984000155;7;2013;650240018183;CICATRICURE ANTI RUGAS 60G;;ETICOS;40,39;3;172,05;142,8;29,25
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150001732;CRE DENT CLOSE  U WHITE NOW 90;;HIGIENE PESSOAL;3,1;1;4,41;4,41;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896727900685;PENTE DE BOLSO DOMPEL;;PERFUMARIA;0,27;1;0,54;0,54;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7622300736569;TRIDENT SENSATION PESS E MANGA;;CONVENIENCIAS;1,23;3;6;6;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7622300786748;CHOC BUBBLY LACTA 23G;;CONVENIENCIAS;0,86;10;15;15;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896641808609;AD-TIL GOTAS 20ML;;ETICOS;9,09;1;12,09;10,03;2,06
MR WK FCIA LTDA ME;15786984000155;7;2013;7898148301355;DUXIDINA 10MG/ML  C/ 45ML ;PRATI-DONADUZZI;SIMILARES;11,9;1;15,83;8,71;7,12
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840227548;CHEETOS BOLA ;;ELMA CHIPS;1,48;2;4;4;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840227449;CHEETOS LUA;;ELMA CHIPS;1,48;1;2;2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840234041;FANDANGOS QUEIJO ;;ELMA CHIPS;1,48;1;2;2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840233945;FANDANGOS PRESUNTO ;;ELMA CHIPS;1,48;2;4;4;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840233747;CHEETOS LUA 150G;;ELMA CHIPS;3,7;1;5;5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840000004;BACOZITOS 110G;;ELMA CHIPS;3,7;4;20;20;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840233846;CHEETOS ONDA 160;;ELMA CHIPS;3,7;1;5;5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840234140;FANDANGOS PRESUNTO 175;;ELMA CHIPS;3,7;9;45;45;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896229960194;CONC OLEO DE ARGAN ;;PERFUMARIA;0,96;3;4,47;4,47;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840221843;DORITOS 200G;;ELMA CHIPS;5,19;4;28;28;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896523209432;PARACETAMOL 750G 20CP;CIMED;GENERICOS;5,91;7;91;50,05;40,95
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840227647;CHEETOS ASSADO 61G;;ELMA CHIPS;1,48;5;10;10;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840234348;CEBOLITOS 60G;;ELMA CHIPS;2,22;3;9;9;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840223243;DE MONTAO 75G;;ELMA CHIPS;2,96;3;12;12;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840232542;RUFFLES 175G;;ELMA CHIPS;5,19;4;28;28;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7894900530001;AGUA MIN CRYSTAL 500ML S/G;;CONVENIENCIAS;0,81;2;3;3;0
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808513550;SAB LIQ NIVEA CREME SOFT 250ML;;PERFUMARIA;3,49;1;6,8;5,99;0,81
MR WK FCIA LTDA ME;15786984000155;7;2013;7898216361694;ASETISIN 100MG;PHARLAB ;SIMILARES;0,98;1;1,3;0,72;0,58
MR WK FCIA LTDA ME;15786984000155;7;2013;33345;ASETISIN 500MG ;PHARLAB ;SIMILARES;1,24;1;1,65;0,91;0,74
MR WK FCIA LTDA ME;15786984000155;7;2013;7897947606517;LAVITAN POLIVIT E POLIM C/60;CIMED;LIBERADOS;37,5;4;199,6;167,16;32,44
MR WK FCIA LTDA ME;15786984000155;7;2013;7896112127482;SULF SALBUTAMOL TEU XPE 120ML;TEUTO;GENERICOS;2,84;1;3,93;2,16;1,77
MR WK FCIA LTDA ME;15786984000155;7;2013;7891800364866;FITA MICROPORE CREMER 2,5X0,90;;ETICOS;0,89;4;5,32;4,42;0,9
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808185719;DES ROLL-ON NIVEA CLEAR SKIN 5;;PERFUMARIA;3,99;1;5,99;5,99;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896112126812;NOGRIPE C/06 CPM ;TEUTO;SIMILARES;1,28;1;3,52;1,94;1,58
MR WK FCIA LTDA ME;15786984000155;7;2013;7899026458949;SH ELSEVE RT5 QUIMICA 200ML ;;PERFUMARIA;5,86;1;6,95;6,79;0,16
MR WK FCIA LTDA ME;15786984000155;7;2013;78931220;DESOD REXONA NAT PROTECT ROLL;;PERFUMARIA;4,4;2;13,9;13,9;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896523210360;NIMESULIDA 20MGG GEL BG 30 G;CIMED;GENERICOS;2,79;2;21,2;11,66;9,54
MR WK FCIA LTDA ME;15786984000155;7;2013;7898315340781;PENTE TRANCADO 4078 ;;PERFUMARIA;2,2;1;3,3;3,3;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000018774;BONO BISC RECHEADO MORANGO;NESTLE;CONVENIENCIAS;1,33;1;1,99;1,99;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000081839;BARRA DE CEREAL BANANA C/ CHOC;;CONVENIENCIAS;0,64;5;5,1;5,1;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896033211055;MAM LILLO MAGIA 240ML ;;PERFUMARIA;13,34;1;18,68;18,68;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898216361700;ASETISIN 500MG C/10 CP;PHARLAB ;SIMILARES;0,66;1;2,64;1,45;1,19
MR WK FCIA LTDA ME;15786984000155;7;2013;7896714240206;NEO LORATADIN 10MG C/12;NEO QUIMICA;SIMILARES;5,39;2;40,96;22,53;18,43
MR WK FCIA LTDA ME;15786984000155;7;2013;7894916507707;AGLITIL 30MG C/15 COMP;EMS;ETICOS;23,86;1;32,98;27,37;5,61
MR WK FCIA LTDA ME;15786984000155;7;2013;7896523213828;HEMOFISS POM BG 30 G C 1 APLIC;CIMED;SIMILARES;4,76;1;18,09;9,95;8,14
MR WK FCIA LTDA ME;15786984000155;7;2013;7899304803706;COL SUAVE BEBE NATUREZA 120ML;;PERFUMARIA;5,58;1;7,81;7,81;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896020160281;TAL TENYS PE BARUEL PO SELECAO;;PERFUMARIA;3,87;1;5,8;5,8;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150022379;FRUTARE CASEIRO IOGO FR VERM ;;SORVETES;2,67;4;16;16;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150024168;MAX ACIDIX UVA ;;SORVETES;1,5;12;24;24;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150019072;FRUTARE ORIGINAL LICHIA;;SORVETES;1,85;6;15;15;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898421990108;EXTRATOR DE PIOLHOS ACO INOX;;PERFUMARIA;14,66;1;19,5;19,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007543007;FR T. DA MONICA DIA E NOITE XG;;PERFUMARIA;16,46;2;39,5;29,98;9,52
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007542987;FR T. DA MONICA DIA E NOITE  M;;PERFUMARIA;16,46;2;39,5;29,98;9,52
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007542994;FR T. DA MONICA DIA E NOITE  G;;PERFUMARIA;16,46;6;118,5;89,94;28,56
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007544318;FR T. DA MONICA DIA E NOITE  P;;PERFUMARIA;16,46;4;79;59,96;19,04
MR WK FCIA LTDA ME;15786984000155;7;2013;7896104995167; FRALDA MILI JUMBO SEG 28;;FRALDAS;15,25;3;59,49;50,97;8,52
MR WK FCIA LTDA ME;15786984000155;7;2013;7899470800882;SEAKALM FR 100ML;;FITOTERAPICOS;7,37;1;26,16;14,39;11,77
MR WK FCIA LTDA ME;15786984000155;7;2013;7898039564241;LENCO UMED TURMA DO DUDU REFIL;;PERFUMARIA;1,49;4;8,36;8,36;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896094207851;ANCORON 200MG C/30 COMP;;ETICOS;24,31;1;33,6;27,89;5,71
MR WK FCIA LTDA ME;15786984000155;7;2013;7896112157298;HIPODERTRAT 100.000UI+200MG PO;;SIMILARES;5,84;1;25,99;14,29;11,7
MR WK FCIA LTDA ME;15786984000155;7;2013;7622300773465;HALLS MELANCIA LYPTUS 17G 30UN;;CONVENIENCIAS;1,13;1;1,5;1,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7622300747350;TRIDENT SENSATIONS CER/LIMAO ;;CONVENIENCIAS;1,28;3;6;6;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181902195;SIMETICONA 125MG 10 CAP GEL;BIOSINTETICA;GENERICOS;7,83;1;10,42;5,73;4,69
MR WK FCIA LTDA ME;15786984000155;7;2013;7896714220659;HISTAMIN EXPECTO 120ML;NEO QUIMICA;SIMILARES;4,19;1;16,55;9,1;7,45
MR WK FCIA LTDA ME;15786984000155;7;2013;7896004720333;CENEVIT 200MG GTS FR 30ML;LEGRAND;SIMILARES;15,72;1;20,92;11,51;9,41
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007545100;ABS INTIMUS GEL NORM C/ABAS SE;;PERFUMARIA;3,38;1;4,5;4,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007545094;ABS INTIMUS GEL NORM C/ABAS SU;;PERFUMARIA;3,38;1;4,5;4,5;0
